NAICS2_NAME,SALARY_FROM
Health Care and Social Assistance,65000
Finance and Insurance,115300
Information,218888
Information,89300
Health Care and Social Assistance,52000
Finance and Insurance,55000
Health Care and Social Assistance,84300
Finance and Insurance,87280
Health Care and Social Assistance,156000
Information,97400
Finance and Insurance,115300
Finance and Insurance,114400
Information,72350
Finance and Insurance,197500
Health Care and Social Assistance,58240
Health Care and Social Assistance,105000
Information,142600
Finance and Insurance,81770
Finance and Insurance,17500
Health Care and Social Assistance,85238
Finance and Insurance,81770
Finance and Insurance,86840
Finance and Insurance,65000
Finance and Insurance,116280
Finance and Insurance,86840
Information,84600
Finance and Insurance,120000
Finance and Insurance,79120
Finance and Insurance,67000
Health Care and Social Assistance,69493
Health Care and Social Assistance,75000
Finance and Insurance,96000
Information,66000
Finance and Insurance,106700
Information,63003
Finance and Insurance,68640
Information,93496
Finance and Insurance,45760
Finance and Insurance,31200
Finance and Insurance,83300
Finance and Insurance,78300
Finance and Insurance,65000
Information,94420
Information,133000
Information,71200
Finance and Insurance,54080
Information,71200
Information,111480
Information,111480
Information,111480
Health Care and Social Assistance,104000
Information,111480
Finance and Insurance,120550
Information,111480
Finance and Insurance,84000
Health Care and Social Assistance,35360
Information,104740
Finance and Insurance,65550
Health Care and Social Assistance,49920
Finance and Insurance,100800
Finance and Insurance,88000
Finance and Insurance,95000
Finance and Insurance,95000
Finance and Insurance,70200
Information,65000
Information,250553
Finance and Insurance,73701
Finance and Insurance,88000
Health Care and Social Assistance,64786
Health Care and Social Assistance,31200
Finance and Insurance,77280
Finance and Insurance,175000
Finance and Insurance,52500
Finance and Insurance,91100
Finance and Insurance,91100
Finance and Insurance,52500
Finance and Insurance,77951
Finance and Insurance,91100
Finance and Insurance,120529
Finance and Insurance,75500
Finance and Insurance,116500
Finance and Insurance,104000
Finance and Insurance,171000
Finance and Insurance,67000
Finance and Insurance,123165
Health Care and Social Assistance,60000
Finance and Insurance,87135
Finance and Insurance,87135
Finance and Insurance,87135
Information,147300
Finance and Insurance,115300
Finance and Insurance,115300
Finance and Insurance,88500
Health Care and Social Assistance,109491
Health Care and Social Assistance,59000
Health Care and Social Assistance,110000
Finance and Insurance,102500
Finance and Insurance,67000
Finance and Insurance,125760
Finance and Insurance,75500
Health Care and Social Assistance,37440
Finance and Insurance,67000
Finance and Insurance,44937
Finance and Insurance,70000
Information,61000
Information,104000
Information,78998
Information,76700
Finance and Insurance,68640
Finance and Insurance,107571
Finance and Insurance,56000
Finance and Insurance,71250
Health Care and Social Assistance,90459
Health Care and Social Assistance,45000
Health Care and Social Assistance,63253
Information,86900
Health Care and Social Assistance,86570
Health Care and Social Assistance,80000
Finance and Insurance,86000
Finance and Insurance,176000
Information,200000
Information,102000
Information,111480
Information,88500
Health Care and Social Assistance,83100
Finance and Insurance,176720
Information,67000
Finance and Insurance,81770
Finance and Insurance,31200
Finance and Insurance,103920
Information,242585
Information,183695
Finance and Insurance,31200
Finance and Insurance,31200
Information,183695
Finance and Insurance,31200
Finance and Insurance,31200
Finance and Insurance,68200
Information,188947
Finance and Insurance,142320
Finance and Insurance,87360
Finance and Insurance,87360
Finance and Insurance,87360
Finance and Insurance,173300
Health Care and Social Assistance,60000
Finance and Insurance,68200
Health Care and Social Assistance,55000
Health Care and Social Assistance,18720
Finance and Insurance,31200
Health Care and Social Assistance,65000
Finance and Insurance,46000
Health Care and Social Assistance,200000
Health Care and Social Assistance,120165
Information,139395
Finance and Insurance,85000
Information,52000
Health Care and Social Assistance,80000
Health Care and Social Assistance,75000
Finance and Insurance,110000
Finance and Insurance,133120
Information,155000
Finance and Insurance,51505
Health Care and Social Assistance,77667
Finance and Insurance,88000
Information,48194
Information,104000
Information,48194
Information,135000
Information,48194
Health Care and Social Assistance,97884
Finance and Insurance,52500
Finance and Insurance,52500
Finance and Insurance,52500
Finance and Insurance,121770
Finance and Insurance,77200
Finance and Insurance,121770
Information,104000
Finance and Insurance,100400
Finance and Insurance,59100
Finance and Insurance,129840
Finance and Insurance,115300
Information,135000
Finance and Insurance,37200
Health Care and Social Assistance,109491
Finance and Insurance,37200
Health Care and Social Assistance,36005
Finance and Insurance,82783
Information,62400
Information,62400
Information,62400
Information,157200
Finance and Insurance,161000
Finance and Insurance,58000
Finance and Insurance,81750
Finance and Insurance,150000
Health Care and Social Assistance,60000
Information,106100
Finance and Insurance,125000
Information,62400
Finance and Insurance,61600
Finance and Insurance,96000
Finance and Insurance,83000
Finance and Insurance,86600
Health Care and Social Assistance,87900
Health Care and Social Assistance,60000
Information,76500
Finance and Insurance,62100
Information,109000
Information,129200
Finance and Insurance,75100
Finance and Insurance,115300
Finance and Insurance,71500
Health Care and Social Assistance,80000
Information,104000
Finance and Insurance,156000
Health Care and Social Assistance,100464
Finance and Insurance,95000
Health Care and Social Assistance,89565
Health Care and Social Assistance,89565
Information,88500
Health Care and Social Assistance,31200
Finance and Insurance,118800
Information,106000
Health Care and Social Assistance,89565
Health Care and Social Assistance,89565
Information,97400
Health Care and Social Assistance,89565
Information,79000
Health Care and Social Assistance,89565
Information,97400
Information,93496
Information,86900
Finance and Insurance,118800
Finance and Insurance,113840
Information,147700
Information,134600
Finance and Insurance,68000
Health Care and Social Assistance,89565
Finance and Insurance,96471
Finance and Insurance,39125
Finance and Insurance,74000
Finance and Insurance,41600
Finance and Insurance,41600
Finance and Insurance,41600
Finance and Insurance,105301
Finance and Insurance,41600
Information,128000
Information,180835
Finance and Insurance,70518
Health Care and Social Assistance,67400
Information,94420
Information,94420
Information,150000
Finance and Insurance,81656
Finance and Insurance,113840
Information,75000
Finance and Insurance,81770
Finance and Insurance,69050
Finance and Insurance,91100
Finance and Insurance,91100
Information,137600
Information,154000
Finance and Insurance,91100
Finance and Insurance,41101
Finance and Insurance,81770
Finance and Insurance,99160
Finance and Insurance,86700
Information,100800
Finance and Insurance,66000
Information,135900
Information,71200
Finance and Insurance,87823
Finance and Insurance,60500
Finance and Insurance,145180
Finance and Insurance,35360
Health Care and Social Assistance,85238
Information,117000
Finance and Insurance,72800
Finance and Insurance,180000
Finance and Insurance,78270
Information,117000
Finance and Insurance,85000
Information,120100
Finance and Insurance,66977
Finance and Insurance,68640
Finance and Insurance,105301
Finance and Insurance,106935
Information,206000
Information,94420
Finance and Insurance,135200
Information,206000
Information,206000
Information,94420
Finance and Insurance,68200
Finance and Insurance,92300
Information,97000
Health Care and Social Assistance,98343
Health Care and Social Assistance,96595
Finance and Insurance,52000
Information,137600
Finance and Insurance,105301
Finance and Insurance,73000
Information,110100
Health Care and Social Assistance,41600
Information,111480
Health Care and Social Assistance,60000
Information,50000
Finance and Insurance,100996
Finance and Insurance,90300
Finance and Insurance,90300
Finance and Insurance,84000
Information,104740
Information,104740
Health Care and Social Assistance,97760
Finance and Insurance,109130
Information,63150
Finance and Insurance,95000
Finance and Insurance,59571
Information,118000
Finance and Insurance,46405
Finance and Insurance,67000
Finance and Insurance,72851
Finance and Insurance,40498
Finance and Insurance,100000
Information,119443
Health Care and Social Assistance,65000
