NAICS2_NAME,SKILL,skill_count
Health Care and Social Assistance,"\"Online Transaction Processing\"",3
Finance and Insurance,"[
  \"Technology Integration\"",6
Information,"\"Enterprise Architecture\"
]",1
Finance and Insurance,"\"Standard Accounting Practices\"",3
Information,"\"Computerized Accounting\"",2
Health Care and Social Assistance,"\"Business Mathematics\"",2
Finance and Insurance,"\"Promotional Merchandise\"",2
Health Care and Social Assistance,"\"Sample Management\"",2
Health Care and Social Assistance,"\"Financial Close\"",1
Information,"\"Integrated Architecture Framework\"",2
Health Care and Social Assistance,"\"Multilevel Model\"",1
Health Care and Social Assistance,"\"Query Performance\"",3
Finance and Insurance,"\"Push Technology\"",1
Information,"[
  \"API Management\"",1
Finance and Insurance,"\"Creative Writing\"",1
Information,"\"Housekeeping\"",3
Information,"\"Procurement Management\"",2
Information,"\"Spring Security\"",1
Health Care and Social Assistance,"\"Application Design\"",2
Information,"\"Risk-Adjusted Return On Capital\"",1
Information,"\"Deal Shaping\"",1
Information,"\"Distribution Strategies\"",1
Finance and Insurance,"\"Distribution Strategies\"",2
Information,"\"BrandWatch\"",1
Health Care and Social Assistance,"[
  \"ICD Coding (ICD-9/ICD-10)\"",1
Finance and Insurance,"\"Operating Expense\"",1
Information,"\"Clinical Trials\"
]",1
Information,"\"Production Process\"",1
Health Care and Social Assistance,"\"Structured Interview\"",1
Health Care and Social Assistance,"\"Quality Strategy\"",2
Finance and Insurance,"\"Performance Reporting\"
]",1
Finance and Insurance,"[
  \"Derivatives Markets\"",1
Health Care and Social Assistance,"\"Cybercrime\"",1
Information,"\"Test Automation Management Tools\"",1
Health Care and Social Assistance,"\"Claims Investigations\"",1
Information,"[
  \"Team Building\"",1
Information,"[
  \"Log Files\"",1
Information,"\"Document Review\"",2
Finance and Insurance,"\"Self-Discipline\"
]",14
Health Care and Social Assistance,"\"Juniper Networks Certified Internet Expert\"",1
Finance and Insurance,"\"Machine Learning\"",684
Finance and Insurance,"\"Operational Reporting\"",27
Information,"\"Middle Management\"",5
Information,"\"Talent Management\"",15
Finance and Insurance,"\"Star Schema\"",76
Finance and Insurance,"\"SAP Security\"",8
Finance and Insurance,"\"TCP/IP\"",5
Information,"\"Network Engineering\"",17
Information,"\"Business Systems Analysis\"
]",6
Finance and Insurance,"\"Investment Management\"",51
Health Care and Social Assistance,"\"Emergency Management\"",4
Information,"\"Advising\"
]",1
Information,"\"Outbound Logistics\"",4
Finance and Insurance,"\"TOGAF Certification\"",45
Information,"\"Private Equity\"",3
Finance and Insurance,"\"Enterprise Architecture Framework\"",62
Finance and Insurance,"\"Data Access\"
]",7
Information,"\"Data Curation\"",36
Health Care and Social Assistance,"\"Information Technology Management\"",5
Health Care and Social Assistance,"\"Public Administration\"",45
Finance and Insurance,"\"Information Structure\"",2
Information,"\"Adobe Target\"",22
Finance and Insurance,"\"Distributed Ledgers\"
]",2
Health Care and Social Assistance,"\"Clinical Data Analysis\"",9
Health Care and Social Assistance,"\"Health Information Technology\"",20
Information,"[
  \"Infrastructure Security\"",2
Information,"\"Marketo\"",9
Finance and Insurance,"\"Aruba (Network Management Software)\"",12
Health Care and Social Assistance,"\"Diagnostic Skills\"",2
Health Care and Social Assistance,"[
  \"Patient Evaluation\"",2
Information,"\"Business Statistics\"",10
Health Care and Social Assistance,"\"Certified Clinical Research Professional (CCRP)\"",1
Health Care and Social Assistance,"\"Design Thinking\"",7
Finance and Insurance,"\"Legal Discovery\"",3
Health Care and Social Assistance,"\"Dicom\"",7
Health Care and Social Assistance,"\"Communication Software\"",1
Health Care and Social Assistance,"\"Health Maintenance\"",1
Finance and Insurance,"\"Accounting Systems\"",10
Health Care and Social Assistance,"\"Order Management Systems\"",3
Health Care and Social Assistance,"[
  \"Scientific Studies\"",2
Finance and Insurance,"\"Innovation Management\"",8
Health Care and Social Assistance,"\"Patient Preparation\"",2
Information,"\"Web Dynpro\"",4
Information,"\"Quality Improvement\"
]",1
Health Care and Social Assistance,"\"Course Development\"",1
Finance and Insurance,"\"GIAC Intrusion Prevention\"",2
Health Care and Social Assistance,"\"Svn Repository\"",1
Information,"\"Communication Planning\"",1
Information,"\"Microsoft Dynamics AX\"",1
Finance and Insurance,"\"Database Query Tools\"",2
Health Care and Social Assistance,"\"Computer-Aided Design\"",1
Finance and Insurance,"\"Product Flow Diagram\"",1
Information,"\"Cisco PIX\"",7
Finance and Insurance,"\"Malware Detection\"",1
Information,"\"Middleware\"
]",2
Information,"\"Hybris\"
]",1
Finance and Insurance,"\"Salesforce Certified Technical Architect\"",1
Information,"\"Primary Keys\"",1
Information,"\"Haskell (Programming Language)\"",1
Information,"[
  \"Knowledge-Based Configuration\"",1
Information,"\"Business Proposals\"",1
Finance and Insurance,"\"Key Performance Indicators (KPIs)\"
]",1
Finance and Insurance,"\"Cost Control\"
]",2
Information,"\"Network Topology\"",1
Finance and Insurance,"\"Project Management Information Systems\"",1
Finance and Insurance,"\"Cross-Domain Solutions\"",1
Finance and Insurance,"\"ClickHouse DBMS\"",1
Finance and Insurance,"\"Broker Dealers\"",1
Health Care and Social Assistance,"[
  \"Automated External Defibrillator\"",1
Health Care and Social Assistance,"\"Cost Benefit Analysis\"",9
Finance and Insurance,"\"Textiles\"",117
Finance and Insurance,"\"Data-Driven Decision Making\"",368
Health Care and Social Assistance,"\"Systems Development Life Cycle\"",45
Finance and Insurance,"\"Information And Communications Technology\"",42
Information,"\"Mathematics\"",496
Health Care and Social Assistance,"\"Domo\"",17
Health Care and Social Assistance,"\"Physical Inventory\"",3
Finance and Insurance,"\"Strategic Communication\"",8
Health Care and Social Assistance,"[
  \"Safety Standards\"",1
Finance and Insurance,"\"Drawing\"",6
Health Care and Social Assistance,"\"Powerapps\"",7
Finance and Insurance,"\"Reinsurance\"",48
Information,"\"Hadoop Distributed File System (HDFS)\"",63
Information,"\"Product Metrics\"",38
Finance and Insurance,"\"Document Management\"",11
Information,"\"WebSocket\"",1
Finance and Insurance,"\"Gitlab\"
]",19
Health Care and Social Assistance,"\"Data Transformation\"",16
Information,"\"Concur Invoice\"",1
Health Care and Social Assistance,"\"NVivo\"",5
Finance and Insurance,"\"Private Cloud\"",33
Finance and Insurance,"\"Imperva\"",1
Finance and Insurance,"\"Network Segmentation\"",3
Information,"[
  \"Sales\"",17
Finance and Insurance,"\"Technology Alignment\"",1
Information,"\"Process Mining\"",2
Finance and Insurance,"\"Wholesale Banking\"",4
Finance and Insurance,"\"Institute Of Internal Auditors (IIA)\"",6
Finance and Insurance,"\"Metadata\"
]",4
Health Care and Social Assistance,"[
  \"Business IT Alignment\"",1
Finance and Insurance,"\"AWS Serverless\"",3
Finance and Insurance,"\"Data Vaults\"",2
Information,"\"Gaskets\"",1
Information,"\"SAP Human Resource Management Software\"",2
Health Care and Social Assistance,"\"Palliative Care\"",4
Information,"\"External Reporting\"",4
Finance and Insurance,"\"Group Policy\"",2
Finance and Insurance,"\"Telephone Skills\"",5
Health Care and Social Assistance,"\"Microsoft Certified Solutions Associate\"",2
Health Care and Social Assistance,"\"Oracle Apex\"",3
Information,"\"Proposal Writing\"",1
Information,"\"Marketing Communications\"",2
Finance and Insurance,"\"Bidding\"",1
Finance and Insurance,"\"Palantir Foundry\"",1
Finance and Insurance,"[
  \"Internal Auditing\"",1
Health Care and Social Assistance,"\"ADP Workforce Now\"",5
Finance and Insurance,"\"Service Catalog\"",1
Health Care and Social Assistance,"\"Self-Discipline\"
]",7
Finance and Insurance,"\"Instructor-Led Training\"",3
Health Care and Social Assistance,"\"Web Services Description Language\"",1
Finance and Insurance,"\"Certified Penetration Testing Engineer (CPTE)\"",1
Information,"\"Citrix Certified Integration Architect (CCIA)\"",1
Health Care and Social Assistance,"\"Hostile Work Environment\"",2
Information,"\"Visual Systems\"",2
Finance and Insurance,"\"Predictive Maintenance\"",1
Information,"\"Docker Container\"",1
Health Care and Social Assistance,"\"Lightning Web Components\"",2
Information,"[
  \"Data Warehousing And Business Intelligence (DWBI)\"",2
Information,"[
  \"Technical Sales\"",1
Health Care and Social Assistance,"\"Benefits Administration\"",1
Health Care and Social Assistance,"\"Chronic Disease Management\"",1
Finance and Insurance,"\"Logical Observation Identifiers Names And Codes (LOINC)\"",3
Information,"\"Web UI\"",2
Health Care and Social Assistance,"\"Nuclear Magnetic Resonance\"",1
Finance and Insurance,"\"Clinical Terminology Servers\"",1
Health Care and Social Assistance,"\"Human Services\"
]",1
Health Care and Social Assistance,"\"Project Estimation\"",1
Information,"\"Architecture License\"",1
Finance and Insurance,"\"Object Model\"",1
Health Care and Social Assistance,"\"Breast Imaging\"",1
Finance and Insurance,"\"Data Migration\"",88
Information,"\"PHP Development\"",41
Finance and Insurance,"\"Data Science\"",970
Finance and Insurance,"\"Utilization Management\"",16
Finance and Insurance,"\"Map Production\"",4
Finance and Insurance,"\"Compliance Reporting\"",16
Health Care and Social Assistance,"\"Help Desk Support\"
]",34
Finance and Insurance,"\"Algebra\"",7
Health Care and Social Assistance,"\"Debugging\"",18
Health Care and Social Assistance,"[
  \"Cloud Computing\"",5
Finance and Insurance,"\"Employee Onboarding\"",94
Finance and Insurance,"\"Environmental Analysis\"",28
Information,"\"English Language\"",214
Health Care and Social Assistance,"\"Writing\"
]",16
Health Care and Social Assistance,"\"R (Programming Language)\"
]",353
Information,"\"Stocks (Inventory)\"",12
Information,"\"Corporate Travel Management\"",5
Finance and Insurance,"\"Enterprise Desktop Administrator (Microsoft Certified IT Professional)\"",22
Health Care and Social Assistance,"\"Solution Delivery\"",11
Finance and Insurance,"\"Quarterly Finance Reports\"",6
Finance and Insurance,"\"Pricing Strategies\"",30
Health Care and Social Assistance,"[
  \"Search Engine Optimization\"",1
Information,"\"Digital Assets\"",35
Finance and Insurance,"\"Standard Operating Procedure\"",46
Information,"\"Camunda\"",1
Finance and Insurance,"\"Traffic Analysis\"",1
Health Care and Social Assistance,"\"Function Module\"",2
Finance and Insurance,"\"Amazon CloudWatch\"",6
Health Care and Social Assistance,"\"Software Suite\"",3
Finance and Insurance,"\"Knowledge Base\"",2
Information,"\"Knockout.js (Javascript Library)\"",8
Finance and Insurance,"[
  \"Technical Writing\"",4
Information,"\"Email Service Providers\"
]",1
Finance and Insurance,"\"Regulatory Process\"
]",3
Information,"\"Peripheral Devices\"",5
Finance and Insurance,"\"Professional Networking\"",21
Finance and Insurance,"\"Health Level Seven (HL7)\"",14
Information,"\"Statistical Programming\"",8
Health Care and Social Assistance,"\"Data Governance\"
]",7
Finance and Insurance,"\"Field Marketing\"",1
Information,"\"Process Management\"",7
Information,"\"Knowledge Management\"
]",3
Finance and Insurance,"\"Phishing\"",4
Information,"\"Application Development System Online (ADSO)\"
]",1
Health Care and Social Assistance,"\"Data Ethics\"",1
Health Care and Social Assistance,"[
  \"Graphic Communication\"",3
Health Care and Social Assistance,"\"Certified In Risk And Information Systems Control\"",8
Health Care and Social Assistance,"\"Swift (Programming Language)\"",3
Information,"\"Team Performance Management\"",5
Finance and Insurance,"\"Succession Planning\"",6
Health Care and Social Assistance,"\"Data Warehouse Architectures\"",3
Finance and Insurance,"[
  \"Tcl (Programming Language)\"",1
Finance and Insurance,"\"Kimball Methodology\"",2
Information,"\"Manufacturing Processes\"",3
Information,"[
  \"Stata\"",3
Health Care and Social Assistance,"\"Lifeguarding\"",1
Information,"\"Linear Regression\"",2
Information,"\"Supervised Learning\"",2
Finance and Insurance,"\"Multi-Channel Marketing\"",2
Information,"\"Microsoft Certified Technology Specialist\"",3
Health Care and Social Assistance,"\"Microsoft Online Services\"",1
Finance and Insurance,"\"Life Sciences\"",3
Health Care and Social Assistance,"\"Paragraphs\"",1
Health Care and Social Assistance,"\"Paraffin Tissue Processing\"",1
Health Care and Social Assistance,"\"Inventory Control Systems\"
]",2
Finance and Insurance,"[
  \"Loans\"",3
Health Care and Social Assistance,"\"Clinical Assessments\"
]",2
Information,"\"Diversification (Investing)\"",2
Information,"[
  \"Proxy Servers\"",1
Finance and Insurance,"\"Statistical Language Acquisition\"",1
Finance and Insurance,"[
  \"Digitization\"",1
Finance and Insurance,"\"Business Method Patent\"",1
Information,"\"Health Economics\"",1
Information,"\"Medical Communications\"",1
Finance and Insurance,"\"Environment Health And Safety\"",1
Information,"\"Cloud Management\"",1
Finance and Insurance,"\"Problem Solving\"",2147
Finance and Insurance,"\"Loan Origination\"",18
Information,"\"Problem Solving\"",913
Finance and Insurance,"\"Positivity\"",47
Finance and Insurance,"\"Cascading Style Sheets (CSS)\"",56
Finance and Insurance,"\"Web Analytics\"",23
Information,"\"Git (Version Control System)\"",85
Information,"\"Marketing Research\"",3
Information,"\"International Finance\"",9
Information,"[
  \"Office Equipment\"",47
Health Care and Social Assistance,"\"Evidence-Based Practice\"",8
Health Care and Social Assistance,"\"Reconciliation\"",105
Information,"\"Web Dynpro\"
]",1
Health Care and Social Assistance,"\"Electronic Medical Record\"",182
Information,"\"Physical Security\"",5
Health Care and Social Assistance,"\"Two-Way Radios\"",1
Information,"\"Panel Data\"
]",2
Finance and Insurance,"\"Execution Time\"",1
Finance and Insurance,"\"CA Workload Automation Ae\"",13
Finance and Insurance,"\"Customer Journey Mapping\"",3
Health Care and Social Assistance,"\"Proteomics\"",8
Finance and Insurance,"\"Sales Management\"",19
Information,"\"Supplier Relationship Management\"",5
Finance and Insurance,"\"QC Reporting\"",9
Finance and Insurance,"[
  \"Oracle Cloud\"",4
Information,"\"Solutions Focused\"",5
Information,"\"Java Platform Standard Edition (J2SE)\"",17
Health Care and Social Assistance,"\"End-User Training And Support\"
]",22
Information,"[
  \"Asset Classes\"",5
Information,"\"Oracle Management\"",1
Health Care and Social Assistance,"\"Lightweight Directory Access Protocols\"",2
Information,"\"Presales\"
]",3
Finance and Insurance,"\"Quick Learning\"
]",2
Health Care and Social Assistance,"\"QuickBooks (Accounting Software)\"",5
Health Care and Social Assistance,"\"State Machines\"",1
Finance and Insurance,"\"Discounted Cash Flow\"",3
